insert, update, select, sum, delete
0.0431, 0.07093899999999999, 9.412362, 0.11483800000000066, 0.012208000000001107 
0.049440999999999846, 0.08790100000000045, 8.498912, 0.10980999999999952, 0.01124099999999828 
0.05474699999999899, 0.07495000000000118, 8.078582, 0.108429000000001, 0.00892899999999841 
0.05649700000000024, 0.07557700000000267, 8.046502999999998, 0.0969170000000048, 0.011248999999999398 
0.0669109999999975, 0.0728200000000001, 8.276492999999995, 0.09932799999999986, 0.013821999999997558 
0.056515000000004534, 0.07450299999999999, 8.572468999999998, 0.09812199999999649, 0.011295000000004052 
0.052375000000004945, 0.07532799999999895, 8.491841, 0.09987999999999886, 0.009920000000001039 
0.06331299999999374, 0.08042599999999567, 9.105797000000003, 0.10446400000000722, 0.007517999999990366 
0.05411799999998834, 0.08126000000000033, 9.22068200000001, 0.10698999999999614, 0.010166999999995596 
0.05409299999999462, 0.08765499999999804, 8.996713, 0.10336299999998744, 0.010000000000005116 
