insert, update, select, sum, delete
0.002347000000000002, 0.004836000000000007, 0.032876, 0.0009610000000000035, 0.0009789999999999938 
0.003817999999999988, 0.005834999999999993, 0.037257999999999986, 0.0009620000000000184, 0.0008430000000000104 
0.0037500000000000033, 0.006512999999999991, 0.028903000000000012, 0.0014419999999999988, 0.0007580000000000087 
0.0025660000000000127, 0.004138000000000003, 0.029815000000000008, 0.0009059999999999901, 0.0006500000000000117 
0.003922999999999982, 0.005969000000000002, 0.04257299999999997, 0.0016079999999999983, 0.0008999999999999564 
0.0019540000000000113, 0.004549000000000025, 0.034530000000000005, 0.0014299999999999868, 0.0005259999999999709 
0.0024020000000000152, 0.005292999999999992, 0.04127800000000004, 0.0012389999999999901, 0.0009500000000000064 
0.003615000000000035, 0.005251999999999979, 0.04174300000000003, 0.0014230000000000076, 0.0008149999999999546 
0.003280000000000005, 0.0071370000000000045, 0.03772500000000001, 0.0010310000000000041, 0.0010079999999999534 
0.003964999999999996, 0.003969, 0.035937, 0.0010630000000000361, 0.0007059999999999844 
