insert, update, select, sum, delete
0.0018229999999999982, 0.0032380000000000048, 0, 0.0005850000000000022, 0.0004819999999999963 
0.002461000000000005, 0.003816, 0, 0.0005019999999999886, 0.000666999999999987 
0.002241999999999994, 0.004034999999999983, 0, 0.0011059999999999959, 0.0006470000000000087 
0.0026700000000000057, 0.005486999999999992, 0, 0.0009540000000000104, 0.0005880000000000052 
0.003454999999999986, 0.005195000000000005, 0, 0.0008309999999999984, 0.0007510000000000017 
0.002016999999999991, 0.007412000000000002, 0, 0.0008159999999999834, 0.0005560000000000009 
0.0019180000000000308, 0.0046880000000000255, 0, 0.0007610000000000117, 0.0008710000000000107 
0.0024080000000000212, 0.005564999999999987, 0, 0.0006630000000000247, 0.0006309999999999927 
0.005055000000000032, 0.004263000000000017, 0, 0.0007339999999999569, 0.0005170000000000452 
0.0019059999999999633, 0.003909999999999969, 0, 0.0013759999999999883, 0.0008839999999999959 
